,Unnamed: 0,Title,Year,Rating,Link,Budget,Gross,Net,Date,Month
213,429,The Quiet Ones,2014,5.1,/title/tt2235779/,200000.0,17835162.0,17635162.0,2014-04-25,4.0
214,435,A Haunted House 2,2014,4.6,/title/tt2828996/,4000000.0,25358716.0,21358716.0,2014-04-18,4.0
215,436,Extraterrestrial,2014,5.0,/title/tt2960930/,3000000.0,71103.0,-2928897.0,2014-10-17,10.0
216,440,It Follows,2014,6.8,/title/tt3235888/,1000000.0,21947454.0,20947454.0,2015-03-13,3.0
217,444,Deliver Us from Evil (I),2014,6.2,/title/tt2377322/,30000000.0,87937815.0,57937815.0,2014-07-02,7.0
218,446,The Purge: Anarchy,2014,6.4,/title/tt2975578/,9000000.0,111928365.0,102928365.0,2014-07-18,7.0
219,447,Unfriended,2014,5.6,/title/tt3713166/,1000000.0,62882090.0,61882090.0,2015-04-17,4.0
220,448,Kristy,2014,5.9,/title/tt2027136/,6900000.0,616506.0,-6283494.0,2015-11-05,11.0
221,450,The Blue Elephant,2014,8.0,/title/tt3461252/,3500000.0,695436.0,-2804564.0,2014-07-28,7.0
222,453,"  As Above, So Below",2014,6.2,/title/tt2870612/,5000000.0,41898409.0,36898409.0,2014-08-29,8.0
223,458,Wolves,2014,5.3,/title/tt1403241/,18000000.0,491154.0,-17508846.0,2014-08-28,8.0
224,463,Tusk (I),2014,5.3,/title/tt3099498/,3000000.0,1882074.0,-1117926.0,2014-09-19,9.0
225,465,[REC] 4: Apocalypse,2014,5.3,/title/tt1649443/,3120000.0,4915757.0,1795757.0,2014-10-31,10.0
226,466,No Good Deed (I),2014,5.6,/title/tt2011159/,13200000.0,54323210.0,41123210.0,2014-09-12,9.0
227,474,Annabelle (I),2014,5.4,/title/tt3322940/,6500000.0,257589721.0,251089721.0,2014-10-03,10.0
228,475,Dracula Untold,2014,6.2,/title/tt0829150/,70000000.0,217124280.0,147124280.0,2014-10-10,10.0
229,483,The Taking of Deborah Logan,2014,6.0,/title/tt3387648/,1500000.0,407782.0,-1092218.0,2014-10-21,10.0
230,484,Fear Clinic,2014,4.7,/title/tt2165765/,1000000.0,106974.0,-893026.0,2015-07-09,7.0
231,485,Ouija (II),2014,4.5,/title/tt1204977/,5000000.0,103687316.0,98687316.0,2014-10-24,10.0
232,488,Clown,2014,5.7,/title/tt1780798/,1500000.0,4381603.0,2881603.0,2016-06-17,6.0
233,489,The Pyramid,2014,4.6,/title/tt2799166/,6500000.0,16861137.0,10361137.0,2014-12-05,12.0
234,491,The Woman in Black 2: Angel of Death,2014,4.8,/title/tt2339741/,15000000.0,48854305.0,33854305.0,2015-01-02,1.0
235,492,The Atticus Institute,2015,5.5,/title/tt3280916/,1000000.0,32521.0,-967479.0,2015-01-05,1.0
236,495,Knock Knock (I),2015,4.9,/title/tt3605418/,2500000.0,5567103.0,3067103.0,2015-10-09,10.0
